0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Jefferson Lerma,0,0,0,0, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0,0, Yellow card suspension, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0,0,0,0,0, Muscle Injury, Muscle Injury,0,0, Yellow card suspension,0,0,0,0,0,0,0, Yellow card suspension,0,0,not in squad
Paul Baysse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igor Zubeldia, Muscle Injury, Muscle Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre,0
Nano Mesa, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0,0,0,0, Cruciate Ligament Strain, Cruciate Ligament Strain, Cruciate Ligament Strain,0,0,not in squad,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad
Javi García,0,0,0,0,0,0,0, Muscle Injury,0,0,0,0,0,0, Back trouble,0, Back trouble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0
Marlos Moreno,0,0,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Cecchini,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bebé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rober Pier,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0, Sprained ankle,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad
Mikel San José,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension
Chema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Muscle Injury, Muscle Injury,not in squad,0,0, Yellow card suspension,0,0,0,0, Red card suspension,0,0,0,0,0,not in squad,0,0,0,not in squad,0
Celso Borges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Indirect card suspension,0,0,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,not in squad,not in squad
Borja Lasso,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iñigo Córdoba,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enes Ünal,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Ander Serantes, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury,not in squad, Shoulder Injury,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0
Gonçalo Guedes,0,0,0,0,0,0,0,0,0,0,0,0,0, Foot Injury, Foot Injury,0,0,0,0,0,0, Hamstring Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dani Ceballos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad, Sprained ankle, Sprained ankle, Sprained ankle,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,0,0,0,not in squad,not in squad
