,0
Gideon Jung,"['\xa0Torn Muscle Fibre', '\xa0Ankle Injury', '\xa0Muscular problems', '\xa0Muscular problems']"
Walace,[]
Lars Bender,"['\xa0Ankle Injury', '\xa0Minor Knock', '\xa0Minor Knock', '\xa0Knock', '\xa0Knock', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Fitness', '\xa0Fitness', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Knock', '\xa0Heel pain', '\xa0Heel pain', '\xa0Muscular problems', '\xa0Ankle Injury', 'International match', '\xa0Minor Knock']"
Andreas Luthe,"['not in squad', 'With the 2nd team', 'not in squad', 'not in squad']"
Oliver Burke,"['\xa0Influenza', '\xa0Thigh Problems']"
Bernard Tekpetey,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', 'not in squad', 'not in squad']"
Serhou Guirassy,"['\xa0Meniscus Damage', '\xa0Meniscus Damage', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Meniscus Damage', '\xa0Fitness']"
Panagiotis Retsos,"['not in squad', 'not in squad', 'not in squad', '\xa0Fracture of the orbit', 'not in squad', '\xa0Fracture of the orbit', '\xa0Fracture of the orbit', '\xa0Indirect card suspension', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Stefan Posch,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'International match', 'not in squad']"
Milos Veljkovic,"['With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad']"
Gaëtan Bussmann,"['\xa0Red card suspension', 'not in squad', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems']"
Landry Dimata,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Muscle Strain', 'not in squad', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems']"
Danny Latza,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Fitness', '\xa0Yellow card suspension', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle']"
Florian Kainz,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sergio Gómez,[]
Niclas Füllkrug,"['\xa0Contused laceration', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament']"
Gerrit Holtmann,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', '\xa0groin strain', '\xa0groin strain', '\xa0groin strain', '\xa0groin strain', '\xa0groin strain', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Jonathan Meier,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Ulisses Garcia,"['With the 2nd team', 'not in squad', 'not in squad', 'not in squad', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad']"
Viktor Fischer,"['not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury']"
Maximilian Mittelstädt,"['\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus', '\xa0Indirect card suspension', '\xa0Corona virus', '\xa0groin strain', '\xa0Corona virus', '\xa0Corona virus', '\xa0Corona virus']"
Havard Nordtveit,"['not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kevin Vogt,"['not in squad', '\xa0Tear in the abductor muscle', '\xa0Yellow card suspension']"
Vladlen Yurchenko,"['not in squad', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Back trouble', 'not in squad', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Stefan Bell,"['\xa0Yellow card suspension', '\xa0Indirect card suspension']"
Jadon Sancho,"['not in squad', 'With the 2nd team', 'not in squad', 'International match', 'International match', 'International match', 'With youth team', 'not in squad', 'With youth team', 'With the 2nd team', 'With the 2nd team', 'With youth team', 'With the 2nd team', 'With the 2nd team', 'not in squad']"
Pablo Insua,"['not in squad', 'not in squad', 'not in squad']"
Giulio Donati,"['not in squad', '\xa0Indirect card suspension']"
Pablo de Blasis,['\xa0Yellow card suspension']
Jonathan Schmid,"['not in squad', '\xa0Influenza', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', 'not in squad', 'not in squad', 'not in squad']"
Marc Stendera,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Fitness', '\xa0Knee Problems']"
