,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,injuries,injured games
658,Molla Wagué,0,0,0,not in squad,0,0,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,"['\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'With the 2nd team', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'Called up to national team', 'International match', 'International match', 'not in squad', '\xa0Shoulder Injury', 'With the 2nd team']",20
659,Pierre-Emile Höjbjerg,With the U21s,not in squad,not in squad,not in squad,not in squad,0,0,With the U21s,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'With the U21s', 'not in squad']",0
660,Brahim Díaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,0,With the 2nd team,With the 2nd team,0,not in squad,With the 2nd team,not in squad,0,"['not in squad', 'not in squad', 'With the U18s']",0
661,Mathew Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hip problems', '\xa0Hip problems', '\xa0Hip problems', 'not in squad', 'not in squad', '\xa0Hip problems', '\xa0Hip problems']",0
662,Sung-yong Ki, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,0,0,0,0,0,0,0,0,0,0, Calf Strain, Calf Strain, Calf Strain, Calf Strain, Calf Strain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,"['With the U21s', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad']",4
663,Fraser Hornby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
664,Phil Jagielka,0,0,0,0,0, Thigh Problems, Thigh Problems,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,['\xa0Indirect card suspension'],0
665,Pascal Groß,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['\xa0Yellow card suspension'],0
666,Florian Lejeune,0, Ankle Injury, Ankle Injury,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Indirect card suspension', '\xa0Indirect card suspension', '\xa0Muscle Injury', '\xa0Yellow card suspension']",1
667,Emre Can,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury,"['\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad']",2
668,Kasey Palmer,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems']",21
669,Sergio Agüero,0,0,0,0,0,0, Fractured Rib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury, Knee Injury,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,"['Suspension through sports court', 'Suspension through sports court', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'Suspension through sports court']",0
670,Yannick Bolasie, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture,With the U21s,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']",25
671,Diafra Sakho,0,0,0,0,0,0,0,0, Back Injury, Back Injury,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'not in squad', 'not in squad', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Hamstring Injury']",39
672,Uwe Hünemeier,0,0,0,0,0,0,not in squad,0,not in squad,With the U21s,With the U21s,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,not in squad,With the U21s,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the U21s,not in squad,not in squad,With the U21s,not in squad,not in squad,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Fractured Hand', '\xa0Fractured Hand', '\xa0Fractured Hand', '\xa0Fractured Hand', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Tear in the abductor muscle']",5
673,Charlie Daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad']",2
674,Demarai Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['not in squad'],0
675,Mesut Özil,0,0,0,0, Knee inflammation ,0,not in squad,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,not in squad,0,not in squad,0,0,0,0,0,0,0, Back Injury,0,0,not in squad,not in squad,not in squad, Back Injury, Back Injury,"['not in squad', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Muscular problems', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",5
676,Harry Winks,0,0,0,0,0,0,0,0,0,0,0,0,0, Ill,0,0,0,0,not in squad,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury,0,not in squad,not in squad,not in squad,not in squad, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,"['not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']",10
677,James Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
678,Achraf Lazaar,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
679,Trevoh Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['International match', 'not in squad', 'With the U18s']",0
680,Michy Batshuayi,0,0,0,0,0,0,0,0,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,['not in squad'],0
681,Aymeric Laporte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Groin Injury', '\xa0Muscular problems', '\xa0Yellow card suspension', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Yellow card suspension']",4
682,Kristoffer Nordfeldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,[],0
683,Patrick van Aanholt,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']",4
684,Nahki Wells, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,0,not in squad,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,not in squad,0,0,not in squad,0,0,0,"['not in squad', 'not in squad']",0
685,Davy Klaassen,0,0, Foot Injury,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the U21s,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,"['\xa0Rest ', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Rest ', '\xa0Rest ', 'not in squad']",0
686,Alex Iwobi,0,0,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', 'With the 2nd team', 'not in squad']",2
687,Philip Billing,0,0,0,0,0,0,0,0, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery,not in squad,0,0,0,not in squad,0,not in squad,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
688,Tomas Kalas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Unknown Injury']",9
689,Wayne Rooney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Ankle Injury', '\xa0Thigh Muscle Strain', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Knee Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', '\xa0Knee Injury', '\xa0Thigh Muscle Strain']",12
690,Joy Mukena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
691,Matej Delac,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
692,Steve Sidwell,0,not in squad,0, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble,"['not in squad', 'not in squad']",0
693,Henrikh Mkhitaryan,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury, Knee Injury,0,0,0,"['\xa0Strain', '\xa0Strain', 'not in squad', 'not in squad', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', 'not in squad', '\xa0Strain', 'not in squad', '\xa0Muscular problems']",9
694,Manolo Gabbiadini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['With the pros', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Muscle Fatigue']",3
695,André Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International match,0,not in squad,not in squad,0,not in squad,not in squad,"['not in squad', 'not in squad', '\xa0Yellow card suspension']",0
696,Alex Palmer,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,0,not in squad,not in squad,With the U21s,With the U21s,With the U21s,With the U21s,not in squad,not in squad,not in squad,With the U21s,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the U21s,With the U21s,not in squad,not in squad,With the U21s,With the U21s,not in squad,With the U21s,With the U21s,not in squad,With the U21s,not in squad,not in squad,not in squad,"['not in squad', 'With the pros', 'With the pros', 'With the pros', 'not in squad']",0
697,Daniel Bachmann,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad,not in squad,0,0,0,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
698,James McClean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['\xa0Yellow card suspension'],0
699,Todd Kane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']",29
700,Liam Rosenior,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,With the U21s,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,With the U21s,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
